item_id,app_name,genres,year,price,developer
282092,GRID Autosport - Premium Garage Pack,Racing,2014,6.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
303860,Machines At War 3,Action,2014,14.99,Isotope 244 LLC
315730,Fantasy Grounds - PFRPG The Reaping Stone,Indie,2014,12.99,"SmiteWorks USA, LLC"
297512,CoH 2 - US Forces Commander: Rifle Company,Strategy,2014,3.99,Relic Entertainment
297513,CoH 2 - OKW Commander: Elite Armor Doctrine,Strategy,2014,3.99,Relic Entertainment
297510,CoH 2 - US Forces Commander: Recon Support Company,Strategy,2014,3.99,Relic Entertainment
297511,CoH 2 - US Forces Commander: Mechanized Company,Strategy,2014,3.99,Relic Entertainment
297515,CoH 2 - OKW Commander: Fortifications Doctrine,Strategy,2014,3.99,Relic Entertainment
304082,Defiance: VBI Ultimate Pack,Action,2014,99.99,"Trion Worlds, Inc."
312350,Commander: The Great War,Strategy,2012,29.99,The Lordz Games Studio
311480,Vertical Drop Heroes HD,Action,2014,6.99,Nerdook Productions
288160,The Room,Adventure,2014,4.99,Fireproof Games
313980,Proxy Blade Zero,Action,2014,4.99,DragonSix
316490,Fantasy Grounds - PFRPG: BASIC1 - A Learning Time,Indie,2014,5.99,"SmiteWorks USA, LLC"
314230,Rodina,Action,2014,14.99,Elliptic Games
316491,Fantasy Grounds - PFRPG: BASIC2 - A Frightful Time,Indie,2014,5.99,"SmiteWorks USA, LLC"
316360,Rodina Soundtrack,Action,2014,4.99,"Elliptic Games,John Robert Matz"
311550,Trials Fusion - Riders of the Rustlands,Racing,2014,4.99,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
316680,Black Ice Original Soundtrack - Level One,Action,2014,4.99,V-Axys
251150,The Legend of Heroes: Trails in the Sky,RPG,2014,19.99,Nihon Falcom
313650,Time Mysteries 2: The Ancient Spectres,Casual,2011,9.99,Artifex Mundi
309872,Call of Duty®: Ghosts - Bling Character Pack,Action,2014,1.99,Infinity Ward
315940,Top Hat,Action,2014,0.99,N94Games
316710,Guns and Robots - Starter Pack,Action,2014,9.99,Masthead Studios Ltd
292200,Crazy Plant Shop,Casual,2014,4.99,Filament Games
310870,The Tower,Action,2015,2.99,Narrow Monolith
314250,Jet Gunner,Action,2014,0.99,Sinclair Strange
247950,Sacred 3,Action,2014,14.99,Keen Games
294972,Rocksmith® 2014 – Biffy Clyro - “Black Chandelier”,Casual,2014,2.99,Ubisoft - San Francisco
294976,Rocksmith® 2014 – Biffy Clyro - “Stingin’ Belle”,Casual,2014,2.99,Ubisoft - San Francisco
294973,Rocksmith® 2014 – Biffy Clyro - “Bubbles”,Casual,2014,2.99,Ubisoft - San Francisco
289021,GRID Autosport - Coupé Style Pack,Racing,2014,2.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
302750,The Counting Kingdom,Casual,2014,6.99,Little Worlds Interactive
294974,Rocksmith® 2014 – Biffy Clyro - “Many of Horror”,Casual,2014,2.99,Ubisoft - San Francisco
293740,Road Not Taken,Indie,2014,14.99,Spry Fox LLC
294975,Rocksmith® 2014 – Biffy Clyro - “Mountains”,Casual,2014,2.99,Ubisoft - San Francisco
317830,Fantasy Grounds - Deadlands Noir,Indie,2014,9.99,"SmiteWorks USA, LLC"
298520,Orbital Gear,Action,2014,9.99,Night Node
301660,Ultra Street Fighter® IV Digital Upgrade,Action,2014,14.99,Capcom
313280,Graviteam Tactics: Shilovo 1942,Strategy,2014,14.99,Graviteam
307980,Cricket Captain 2014,Sports,2014,9.99,Childish Things
306240,DCS: F-86F Sabre,Simulation,2014,49.99,Belsimtek
313620,The Terminal 2,Simulation,2014,4.99,FrameLineNetwork Kft.
314320,GamersGoMakers,Casual,2014,9.99,gnifrebel Games UG
311100,Echelon: Wind Warriors,Action,2004,3.99,MADia Entertainment
317380,War on Folvos,Indie,2006,3.99,Lonely Troops
298480,Victory At Sea,Action,2014,24.99,Evil Twin Artworks
306620,Frontline : Road to Moscow,Strategy,2014,9.99,88mm
301680,Psichodelya,Action,2014,6.99,Ennoble Studios
263960,Wyv and Keep: The Temple of the Lost Idol,Action,2014,14.99,A Jolly Corpse
258653,Train Simulator: Liverpool-Manchester Route Add-On,Simulation,2014,19.99,Dovetail Games
305920,Another Perspective,Adventure,2014,5.99,ShaunJS
314020,Morphopolis,Adventure,2014,3.99,"Dan  Walters,Ceri Williams"
310600,Collector's Edition DLC,Action,2014,9.99,Nowhere Studios
277736,Train Simulator: BR Regional Railways Class 101 DMU Add-On,Simulation,2014,7.99,Dovetail Games
305186,Sniper Elite 3 - Eastern Front Weapons Pack,Action,2014,3.99,Rebellion
312510,Mega Coin Squad,Action,2014,14.99,Big Pixel Studios
314360,Aritana and the Harpy's Feather,Adventure,2014,9.99,Duaik Entretenimento
305980,Heavy Fire: Afghanistan,Action,2014,2.99,Teyon
314500,Pixeluvo,Design &amp; Illustration,2014,34.99,Pictopotamus
304170,Kick-Ass 2,Action,2014,19.99,Freedom Factory
319180,Platypus II,Action,2007,6.99,Idigicon
310390,Advanced Tactics Gold,Simulation,2011,29.99,VR Designs
307340,Platypus,Action,2004,6.99,Idigicon
307350,Nux,Action,2006,6.99,Idigicon
315920,Stonerid,Action,2013,4.99,Enitvare
316867,DW8XLCE - NEW STAGE & CAMP SYMBOL PACK,Action,2014,19.99,"KOEI TECMO GAMES CO., LTD."
316864,DW8XLCE - WEAPON SYSTEM & UPGRADE PACK,Action,2014,13.99,"KOEI TECMO GAMES CO., LTD."
316865,DW8XLCE - WEAPON SYSTEM PACK,Action,2014,5.99,"KOEI TECMO GAMES CO., LTD."
316866,DW8XLCE - NEW STAGE & ANIMAL PACK,Action,2014,15.99,"KOEI TECMO GAMES CO., LTD."
316863,DW8XLCE - ORIGINAL COSTUME PACK,Action,2014,21.99,"KOEI TECMO GAMES CO., LTD."
316560,Freedom Planet - Official Soundtrack,Action,2014,6.99,GalaxyTrail
312690,Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast,Action,2014,6.99,Rebellion
306950,Heroes & Legends: Conquerors of Kolhar,RPG,2014,9.99,Cuve Games
275390,Guacamelee! Super Turbo Championship Edition,Action,2014,14.99,DrinkBox Studios
314460,Jamsouls,Action,2014,3.99,Chromatic Dream
319880,Fantasy Grounds - PFRPG: U1: Dark Days in Stoneholme,Indie,2014,5.99,"SmiteWorks USA, LLC"
294440,Shadowgate (2014),Adventure,2014,14.99,Zojoi
315550,Taxi,Indie,2014,4.99,Excalibur
317970,Dusk 12,Action,2009,3.99,Orion Games
316630,Character Creator - Graphics Pack,Design &amp; Illustration,2014,5.99,Eldon Harris
316620,Space Galaxy - Graphics Pack,Design &amp; Illustration,2014,14.99,Eldon Harris
299260,Commando Jack,Action,2014,9.99,Colossal Games
302210,Curse: The Eye of Isis,Adventure,2003,2.99,Asylum entertainment
318440,Cubesis,Casual,2014,4.99,Wonderful Tree Studio
315650,Deep Under the Sky,Action,2014,9.99,"RichMakeGame,Colin Northway"
250700,Super Time Force Ultra,Action,2014,14.99,Capybara Games
302190,Amerzone: The Explorer’s Legacy,Adventure,2001,4.99,Microids
262850,The Journey Down: Chapter Two,Adventure,2014,19.99,SkyGoblin
316740,Biglands: A Game Made By Kids,Adventure,2014,4.99,GammaLateral
317350,Super Time Force Ultra - Soundtrack,Action,2014,7.99,"Capybara Games,6955"
286690,Metro 2033 Redux,Action,2014,19.99,4A Games
287390,Metro: Last Light Redux,Action,2014,19.99,4A Games
313830,See No Evil,Adventure,2014,4.99,Gabriel Priske
320210,See No Evil - Official Soundtrack,Adventure,2014,0.99,"Gabriel Priske,Luke Thomas"
271943,DARK SOULS™ II Crown of the Old Iron King,Action,2014,9.99,"FromSoftware, Inc"
294990,Rocksmith® 2014 – Bachsmith,Casual,2014,4.99,Ubisoft - San Francisco
261760,Lichdom: Battlemage,Action,2014,39.99,Xaviant
308380,Airship Dragoon,Indie,2014,19.99,YorkshireRifles
289022,GRID Autosport - Sprint Pack,Racing,2014,5.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
320560,Fantasy Grounds - Deadlands Noir: The Case of the Jumbo Shrimp,Indie,2014,4.99,"SmiteWorks USA, LLC"
319300,Trainz Trouble,Casual,2014,4.99,N3V Games
320110,Train Town,Casual,2014,2.99,N3V Games
316140,Appointment With FEAR,Adventure,2014,4.99,Tin Man Games
297880,Nobunaga's Ambition: Souzou - Scenario Tenkafubu,Strategy,2014,2.99,"KOEI TECMO GAMES CO., LTD."
301900,Zombie Driver HD Brutal Car Skins,Action,2014,0.99,Exor Studios
320570,Fantasy Grounds - Deadlands Reloaded: Blood Drive 1,Indie,2014,4.99,"SmiteWorks USA, LLC"
312010,Bird Assassin,Action,2011,1.99,Social Loner Studios
320020,Monkey Tales Games,Adventure,2014,14.99,Larian Studios
296590,Draconian Wars,Indie,2014,5.99,Kardfy Studios
250400,How to Survive,Action,2013,14.99,Eko Software
319820,Awesomenauts - Leon Legionnaire Skin,Action,2014,2.49,Ronimo Games
319821,Awesomenauts - Jotunn Skølldir Skin,Action,2014,7.49,Ronimo Games
306890,Awesomenauts - Grim Genji Skin,Action,2014,4.99,Ronimo Games
318310,Choice of the Deathless,Indie,2013,4.99,Choice of Games
262750,GoD Factory: Wingmen,Action,2014,19.99,Nine Dots Studio
312640,Power-Up,Action,2014,2.99,Psychotic Psoftware
298830,Millennium 3 - Cry Wolf,Adventure,2014,5.99,Aldorlea Games
284500,Dragons and Titans - Titan Pass,Action,2014,19.99,Wyrmbyte
277732,Train Simulator: Norfolk Southern Dash8-40C Loco Add-On,Simulation,2014,19.99,Dovetail Games
313430,OMSI 2 Add-on Hamburg,Simulation,2014,19.99,"Darius Bode,Barbara Bode"
267774,Talisman - Character Pack #8 - Apprentice Mage,Indie,2014,1.99,Nomad Games
276870,Dwelvers,Indie,2014,14.99,Rasmus Ljunggren
321030,One Day For Ched,Indie,2014,3.99,BS1 &amp; BSL Team
319320,Time Mysteries 3: The Final Enigma,Adventure,2013,9.99,Artifex Mundi
321600,The Flying Dutchman,Casual,2014,4.99,Snack Games
315151,Fable Anniversary - Heroes and Villains Content Pack,RPG,2014,14.99,Lionhead Studios
288470,Fable Anniversary,RPG,2014,34.99,Lionhead Studios
315150,Fable Anniversary - Scythe Content Pack,RPG,2014,9.99,Lionhead Studios
246940,Lords of the Black Sun,Indie,2014,29.99,Arkavi Studios
316720,planetarian ~the reverie of a little planet~,Casual,2004,9.99,VisualArts/Key
264400,Jacob Jones and the Bigfoot Mystery : Episode 1,Adventure,2014,4.99,Lucid Games Ltd
319550,The Collider,Casual,2014,2.99,Shortbreak Studios s.c.
319270,Great Permutator,Casual,2014,6.99,Ripatti Software
316810,Shadowcrypt,Action,2014,9.99,One-bit Punch
319560,Reprisal Universe,Indie,2014,6.99,electrolyte
301893,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC4 Jinchuriki Costume Pack 1,Action,2014,1.99,"CyberConnect2 Co., Ltd."
301894,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC5 Jinchuriki Costume Pack 2,Action,2014,1.99,"CyberConnect2 Co., Ltd."
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,Action,2014,29.99,"CyberConnect2 Co., Ltd."
297370,Hero of Many,Action,2014,6.99,Trickster Arts
320410,Near Impact,Action,2014,9.99,Sonalysts Combat Simulations
313190,Pacific Liberation Force,Casual,2007,4.99,Team 6 Studios
321610,Demonlisher,Casual,2011,4.99,Brain Bombers
313311,My Lands: Miner’s Luck - Starter DLC Pack,Casual,2014,8.99,"Gravvit Ltd,Forbes  Consult Ltd"
316970,The Waste Land,Action,2014,9.99,Fledermaus
316500,My Lands: Golden Age - Premium DLC Pack,Casual,2014,34.99,"Gravvit Ltd,Forbes Consult Ltd"
316510,My Lands: Miner’s Luck - Extended DLC Pack,Casual,2014,49.99,"Gravvit Ltd,Forbes  Consult Ltd"
316541,My Lands: Elf Ranger - Artifact DLC Pack,Casual,2014,89.99,"Gravvit Ltd,Forbes  Consult Ltd"
316540,My Lands: Nomad - Artifact DLC Pack,Casual,2014,99.99,"Gravvit Ltd,Forbes  Consult Ltd"
316530,My Lands: Hero Courage - Extended DLC Pack,Casual,2014,99.99,"Gravvit Ltd,Forbes  Consult Ltd"
316542,My Lands: Age of Prosperity - Premium DLC Pack,Casual,2014,19.99,"Gravvit Ltd,Forbes  Consult Ltd"
289130,Endless Legend™,RPG,2014,29.99,AMPLITUDE Studios
291960,Elminage Gothic,Action,2014,9.99,Starfish-SD Inc
297120,Heavy Bullets,Action,2014,9.99,Terri Vellmann
321710,Battle Of Europe,Action,2006,9.99,Maus Software
273030,Pro Rugby Manager 2015,Simulation,2014,9.99,Cyanide
316950,War Operations,Casual,2014,3.99,Dynamic Games
299230,Age of Wonders III - Golden Realms Expansion,RPG,2014,11.99,Triumph Studios
321420,Secret of the Magic Crystals - Soundtrack and Coloring Book,Casual,2014,1.99,Artery Games
323530,WAKFU - Magmog Pack,Adventure,2014,49.99,Ankama Studio
323510,WAKFU - Excarnus Pack,Adventure,2014,9.99,Ankama Studio
263520,Enola,Adventure,2014,14.99,The Domaginarium
240760,Wasteland 2: Director's Cut,Adventure,2014,39.99,inXile Entertainment
321190,Cho Dengeki Stryker All Ages Version,Adventure,2014,34.99,OVERDRIVE
304480,The Last Federation - Betrayed Hope,Indie,2014,6.99,"Arcen Games, LLC"
262920,Super Chain Crusher Horizon,Action,2014,14.99,"Mindware Co.,Ltd."
319250,Magicmaker,Action,2014,9.99,Tasty Stewdios LLC
317290,Bionic Heart 2,Adventure,2013,14.99,Winter Wolves
232890,Stronghold Crusader 2,Simulation,2014,49.99,FireFly Studios
276750,Fritz Chess 14,Strategy,2014,39.99,ChessBase
317540,Bionic Heart 2 Bonus Content,Adventure,2014,0.99,Winter Wolves
308180,Jacob Jones and the Bigfoot Mystery : Episode 2,Adventure,2014,3.99,Lucid Games Ltd
318770,Deep Fritz 14 DLC,Strategy,2014,19.99,ChessBase
249190,Ancient Space,Strategy,2014,19.99,CreativeForge Games
221540,DG2: Defense Grid 2,Indie,2014,14.99,Hidden Path Entertainment
295009,Rocksmith® 2014 – Shinedown - “45”,Casual,2014,2.99,Ubisoft - San Francisco
295008,Rocksmith® 2014 – Shinedown - “Bully”,Casual,2014,2.99,Ubisoft - San Francisco
286220,Pier Solar and the Great Architects,RPG,2014,14.99,WaterMelon
241260,Sherlock Holmes: Crimes and Punishments,Adventure,2014,29.99,Frogwares
271944,DARK SOULS™ II Crown of the Ivory King,Action,2014,9.99,"FromSoftware, Inc"
325590,Artbook and OST,Action,2014,3.99,Housemarque
318550,Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,Action,2014,9.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
301895,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC6 Suit Pack,Action,2014,1.99,"CyberConnect2 Co., Ltd."
297841,Influent DLC - Italiano [Learn Italian],Indie,2014,4.99,Rob Howland
295016,Rocksmith® 2014 – Foreigner - “Cold As Ice”,Casual,2014,2.99,Ubisoft - San Francisco
295013,Rocksmith® 2014 – Foreigner - “Hot Blooded”,Casual,2014,2.99,Ubisoft - San Francisco
295015,Rocksmith® 2014 – Foreigner - “Feels Like The First Time”,Casual,2014,2.99,Ubisoft - San Francisco
295012,Rocksmith® 2014 – Foreigner - “Juke Box Hero”,Casual,2014,2.99,Ubisoft - San Francisco
295017,Rocksmith® 2014 – Foreigner Song Pack,Casual,2014,11.99,Ubisoft - San Francisco
241930,Middle-earth™: Shadow of Mordor™,Action,2014,19.99,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
253610,Wrack,Action,2014,9.99,Final Boss Entertainment
318500,Euro Truck Simulator 2 - German Paint Jobs Pack,Indie,2014,0.99,SCS Software
295014,Rocksmith® 2014 – Foreigner - “Double Vision”,Casual,2014,2.99,Ubisoft - San Francisco
310700,Super Win the Game,Action,2014,7.99,Minor Key Games
321870,Silence of the Sleep,Adventure,2014,4.99,Jesse Makkonen
255251,Prime World - Advanced Pack,Action,2014,9.99,Nival
277748,Train Simulator: West Highland Line Extension Route Add-On,Simulation,2014,39.99,Thomson Interactive
321510,Depth Hunter 2: Ocean Mysteries,Action,2014,4.99,Biart Company LLC
308171,Hegemony Rome: The Rise of Caesar - Mercenaries Pack,Indie,2014,4.99,Longbow Games
326790,Fantasy Grounds - Savage Worlds: ETU - East Texas University,Indie,2014,14.99,"SmiteWorks USA, LLC"
316700,Front Page Sports Football,Sports,2014,9.99,Cyanide
284890,Left in the Dark: No One on Board,Adventure,2013,9.99,Moonrise Interactive
312610,METAL SLUG X,Action,2014,7.99,"SNK CORPORATION,DotEmu"
304460,Qora,Adventure,2014,9.99,"Holden Boyles,Ciprian Stanciu"
324110,Moto Racer Collection,Racing,2011,9.99,Microids
323290,Qora - Soundtrack,Adventure,2014,2.99,"Holden Boyles,Ciprian Stanciu"
316964,DCS: MiG-21Bis,Simulation,2014,49.99,Magnitude 3
317580,Disney•Pixar Toy Story Mania!,Casual,2010,19.99,Papaya Studio
316320,Disney•Pixar Cars Toon: Mater's Tall Tales,Action,2010,19.99,Papaya Studio
319080,Disney Princess: My Fairytale Adventure,Action,2012,19.99,High Impact Games
318350,Disney Fairies: Tinker Bell's Adventure,Adventure,2014,19.99,Gamestar
319400,Disney Winnie the Pooh,Adventure,2011,5.99,Disney Interactive
319170,Disney G-Force,Action,2009,19.99,Eurocom
302690,Metal Dead,Adventure,2014,4.99,Walk Thru Walls Studios
242640,Styx: Master of Shadows,Action,2014,29.99,Cyanide Studio
323430,Crow,Action,2014,9.99,Sunside Inc
275180,Costume Quest 2,Adventure,2014,14.99,Double Fine Productions
326170,Trials Fusion - Welcome to the Abyss,Racing,2014,4.99,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
281450,Disciples Sacred Lands Gold,Strategy,1999,7.99,Strategy First
320650,Season Match 2,Adventure,2008,3.99,URSE Games
328022,Fantasy Grounds - Maps: Winding Caverns,Indie,2014,4.99,"SmiteWorks USA, LLC"
328020,Fantasy Grounds - Maps: Cobblestone City and Inn,Indie,2014,4.99,"SmiteWorks USA, LLC"
327740,Tron 2.0,Action,2003,9.99,"Monolith Productions, Inc."
328021,Fantasy Grounds - Maps: Graystone Castle,Indie,2014,4.99,"SmiteWorks USA, LLC"
326600,Pinball Arcade: Season Four Pack,Free to Play,2014,29.99,FarSight Studios
326610,Pinball Arcade: Season Four Pro Pack,Free to Play,2014,39.99,FarSight Studios
322130,Disney Princess: Enchanted Journey,Adventure,2007,19.99,Papaya Studio
322980,Gods vs Humans,Action,2013,4.99,Artefacts Studio
270190,1HEART,Adventure,2014,9.99,Chicken in The Corn
318750,The Evil Within Season Pass,Action,2014,9.99,Tango Gameworks
322750,Drifting Lands,Action,2017,18.99,Alkemi
268050,The Evil Within,Action,2014,19.99,Tango Gameworks
325090,Deep Dungeons of Doom,Adventure,2014,4.99,Bossa Studios
326390,Graviteam Tactics: Operation Hooper,Strategy,2014,14.99,Graviteam
306396,Tropico 5 - Generalissimo,RPG,2014,3.99,Haemimont Games
326240,Official Fenix Rage Game Soundtrack,Action,2014,1.99,Green Lava Studios
316180,A City Sleeps™,Action,2014,9.99,"Harmonix Music Systems, Inc"
320440,A City Sleeps - Soundtrack,Action,2014,4.99,"Harmonix Music Systems, Inc"
284750,Enigmatis: The Ghosts of Maple Creek,Adventure,2011,9.99,Artifex Mundi
306660,Ultimate General: Gettysburg,Indie,2014,14.99,Game-Labs
322990,Black Viper: Sophia's Fate,Casual,2014,9.99,TiconBlu
326230,Smugglers 5: Invasion,Indie,2014,9.99,Niels Bauer Games
226580,F1 2014,Racing,2014,29.99,Codemasters
310990,Man in a Maze: Deathmatch,Action,2014,9.99,SmallGreenHill
320690,The Treasures of Montezuma 3,Adventure,2011,3.99,Alawar Entertainment
318401,Middle-earth: Shadow of Mordor - Test of Wisdom,Action,2014,2.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
327950,Sword of the Samurai,Adventure,1989,6.99,"MicroProse Software, Inc"
270010,Time Rifters,Action,2014,9.99,Proton Studio Inc
295034,Rocksmith® 2014 – Dio - “Holy Diver”,Casual,2014,2.99,Ubisoft - San Francisco
295033,Rocksmith® 2014 – Winger - “Seventeen”,Casual,2014,2.99,Ubisoft - San Francisco
295032,Rocksmith® 2014 – Autograph - “Turn Up The Radio”,Casual,2014,2.99,Ubisoft - San Francisco
295031,Rocksmith® 2014 – Billy Squier - “The Stroke”,Casual,2014,2.99,Ubisoft - San Francisco
279580,Devil's Dare 悪魔の挑戦,Action,2014,12.99,Secret Base
295030,Rocksmith® 2014 – Poison - “Nothin’ But A Good Time”,Casual,2014,2.99,Ubisoft - San Francisco
301970,Screencheat,Action,2014,14.99,Samurai Punk
297990,MotoGP™14 Donington Park British Grand Prix DLC,Racing,2014,2.99,Milestone S.r.l.
329180,Vampires: Guide Them to Safety! - Soundtrack,Indie,2014,2.99,CBE software s.r.o.
325141,X-Plane 10 AddOn - Carenado - PA28 181 Archer II,Simulation,2014,24.99,Carenado
320720,Warlock 2: The Thrilling Trio,Strategy,2014,4.99,Ino-Co Plus
327260,Life of Pixel,Indie,2014,6.99,Super Icon Ltd
261161,Sacred 3. Orcland Story,RPG,2014,2.99,Keen Games
328780,Vampires: Guide Them to Safety!,Indie,2014,4.99,CBE software s.r.o.
326431,Sniper Elite 3 - International Camouflage Rifles Pack,Action,2014,1.99,Rebellion
327530,Awesomenauts - Wraithlord Scoop Skin,Action,2014,4.99,Ronimo Games
277751,The Count of Monster Disco,Simulation,2014,9.99,"Skyhook Games,Dovetail Games"
321370,Sign Motion,Adventure,2014,9.99,Midnart
285090,Robowars,Action,2014,14.99,N-Game Studios
311720,Sproggiwood,Indie,2014,14.99,Freehold Games
318220,Enforcer: Police Crime Action,Action,2014,19.99,Odin Game Studio
313400,REVOLVER360 RE:ACTOR,Action,2014,9.99,Cross Eaglet
304810,TesserAct,Indie,2014,14.99,Propelled Bird Software
318511,Euro Truck Simulator 2 - Czech Paint Jobs Pack,Indie,2014,0.99,SCS Software
324770,eXperience 112,Adventure,2007,9.99,Lexis Numerique
311120,The Stalin Subway: Red Veil,Action,2006,2.99,Orion Games
322360,theHunter: Pathfinder Starter Pack,Action,2014,29.99,"Expansive Worlds,Avalanche Studios"
322361,theHunter : Trailrunner Starter Pack,Action,2014,49.99,"Expansive Worlds,Avalanche Studios"
295040,Rocksmith® 2014 – The Killers Song Pack,Casual,2014,11.99,Ubisoft - San Francisco
322580,Dungeon Lurk II - Leona,Adventure,2014,9.99,Keys of Nine Entertainment
246090,Spacebase DF-9,Indie,2014,9.99,Double Fine Productions
285370,Tower of Guns Soundtrack,Action,2014,4.99,Terrible Posture Games
315830,Daedalus - No Escape,Action,2014,4.99,Patrice Meneguzzi
329830,The Moon Sliver,Adventure,2014,1.99,David Szymanski
302710,BlazeRush,Action,2014,9.99,Targem Games
318402,Middle-earth: Shadow of Mordor - Endless Challenge,Action,2014,2.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
325140,X-Plane 10 AddOn - Carenado - C172N Skyhawk II,Simulation,2014,24.99,Carenado
284050,Sanitarium,Adventure,1998,9.99,"DotEmu,DreamForge Intertainment"
329320,QbQbQb,Action,2014,4.99,Rezoner
277731,Train Simulator: BR Class 45 'Peak' Loco Add-On,Simulation,2014,19.99,Dovetail Games
330810,The Moon Sliver - Extended Soundtrack,Adventure,2014,0.99,David Szymanski
330520,Tail Drift,Indie,2014,9.99,Attract Mode Games
313160,Farming Simulator 15,Simulation,2014,19.99,Giants Software
299740,Miscreated,Action,2014,19.99,Entrada Interactive LLC
297110,Cosmic DJ,Casual,2014,2.99,Gl33k
327831,Europa Universalis IV: Art of War Ebook,Simulation,2014,1.99,Paradox Development Studio
322480,Battlepaths - Soundtrack,Indie,2014,0.99,Key17 Games
330420,The Interactive Adventures of Dog Mendonça & Pizzaboy®,Adventure,2016,14.99,OKAM Studio
313660,Alea Jacta Est,Simulation,2012,24.99,Ageod
329551,Alea Jacta Est Spartacus 73BC,Simulation,2014,3.99,Ageod
329550,Alea Jacta Est Cantabrian Wars,Simulation,2014,3.99,Ageod
273830,Aviator - Bush Pilot,Action,2014,9.99,Netmin Games
250900,The Binding of Isaac: Rebirth,Action,2014,14.99,"Nicalis, Inc."
304380,Arma 3 Helicopters,Action,2014,11.99,Bohemia Interactive
316160,Broken Sword 4 - the Angel of Death,Adventure,2006,5.99,Sumo Digital Ltd
326470,Space Warp,Action,2014,4.99,Mind Crew
295042,Rocksmith® 2014 – Killswitch Engage - “The End Of Heartache”,Casual,2014,2.99,Ubisoft - San Francisco
295041,Rocksmith® 2014 – Killswitch Engage - “My Curse”,Casual,2014,2.99,Ubisoft - San Francisco
295043,Rocksmith® 2014 – Killswitch Engage - “Holy Diver”,Casual,2014,2.99,Ubisoft - San Francisco
295044,Rocksmith® 2014 – Killswitch Engage Song Pack,Casual,2014,7.99,Ubisoft - San Francisco
331960,Fantasy Grounds - C&C: Rune Lore,Indie,2014,24.99,"SmiteWorks USA, LLC"
329650,NAM,Action,1998,6.99,TNT Team
329620,Across the Rhine,Strategy,1995,6.99,"MicroProse Software, Inc"
329630,Command HQ,Strategy,1990,6.99,Ozark Softscape
329640,Eradicator,Action,1996,6.99,"Accolade, Inc"
329670,Silent Service 2,Simulation,1990,6.99,"MicroProse Software, Inc"
323240,The World II: Hunting BOSS,Action,2014,1.99,Good Games
315540,The Joylancer: Legendary Motor Knight,Action,2014,9.99,alpha six productions
331550,Winged Sakura: Mindy's Arc - Soundtrack,Indie,2014,4.99,WINGED SAKURA GAMES
331390,Winged Sakura: Mindy's Arc,Indie,2014,14.99,WINGED SAKURA GAMES
305740,Pitiri 1977,Adventure,2014,3.99,ILIKESCIFI Games
294370,Crowntakers,Indie,2014,9.99,Bulwark Studios
321080,Pirate Hell,Action,2014,5.99,Sascha Hartleb
327410,A Bird Story,Adventure,2014,3.99,Freebird Games
328100,Gunspell - Steam Edition,Adventure,2014,14.99,Ino-Co Plus
328230,A Bird Story - Original Soundtrack,Adventure,2014,2.99,Freebird Games
319230,Gold Rush! Anniversary,Adventure,2014,12.99,Sunlight Games
295050,Rocksmith® 2014 – Tom Petty Song Pack,Casual,2014,11.99,Ubisoft - San Francisco
332460,MASSIVE CHALICE Soundtrack,Strategy,2014,6.99,Double Fine Productions
320150,Deadlings: Rotten Edition,Action,2014,3.99,ONE MORE LEVEL
287260,Toybox Turbos,Racing,2014,14.99,Codemasters
317620,Space Hulk Ascension,RPG,2014,29.99,Full Control Studios
329100,Leadwerks Game Engine - FPS Weapons Pack,Animation &amp; Modeling,2014,29.99,Leadwerks Software
331620,Anodyne OST,Action,2014,4.99,Sean Han Tani
331510,Amphora,Adventure,2014,13.99,Moondrop
319450,Chariot,Adventure,2014,14.99,Frima Studio
329760,Chariot - Soundtrack,Adventure,2014,3.99,Frima Studio
314810,Randal's Monday,Adventure,2014,19.99,Nexus Game Studios
327150,Deadstone,Action,2014,7.99,Timeslip Softworks
313381,Middle-earth: Shadow of Mordor - Rising Storm Rune,Action,2014,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
259410,Sneaky Sneaky,Adventure,2014,4.99,Naiad Entertainment LLC
327170,LEGO Batman 3: Beyond Gotham DLC: Man of Steel,Action,2014,2.99,"TT Games,Feral Interactive (Mac)"
258406,Rocksmith® 2014 – Foo Fighters - “Long Road to Ruin”,Casual,2014,2.99,Ubisoft - San Francisco
